#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:26 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out=Name,RAJ2000,DEJ2000,amaj,ell,[3.6],M3.6,logM*,Dmean,TT,Vr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
Name	RAJ2000	DEJ2000	amaj	ell	[3.6]	M3.6	logM*	Dmean	TT	Vr
NGC4528   	188.52531	+11.32137	 63.1	 0.315	11.718	-19.504	 9.983	 17.556	-2.0	
NGC4531   	188.56612	+13.07535	111.3	 0.260	11.419	-19.490	 9.978	 15.200	-0.5	  195.0
NGC4532   	188.58043	+06.46745	102.6	 0.486	11.901	-19.063	 9.717	 15.589	 9.7	 2022.6
NGC5636   	217.41261	+03.26633	 61.6	 0.121	13.074	-18.865	 9.719	       	-0.4	 1664.0
NGC5645   	217.66387	+07.27512	 84.5	 0.357	12.298	-19.434	 9.860	 22.200	 6.6	 1368.5
NGC5658   	218.11894	+00.29420	 58.8	 0.668	13.558	-18.318	 9.434	       	-1.6	 1672.4
NGC5660   	217.45765	+49.62267	 84.3	 0.105	11.779	-21.074	10.564	 37.200	 5.2	 2325.1
NGC5661   	217.98922	+06.25044	 57.7	 0.616	13.498	-19.934	10.059	 48.567	 3.2	 2354.0
NGC5665   	218.10750	+08.07841	 79.4	 0.387	11.802	-20.410	10.244	 27.700	 5.0	 2227.1
NGC5667   	217.59542	+59.46974	 64.1	 0.525	13.067	-19.482	 9.899	       	 6.0	 1943.0
NGC5668   	218.35136	+04.45047	103.1	 0.142	11.914	-20.234	10.210	 26.900	 6.9	 1584.2
NGC5669   	218.18308	+09.89188	116.4	 0.252	11.981	-20.006	10.162	 24.963	 6.0	 1370.2
NGC5673   	217.87915	+49.95848	 74.0	 0.736	13.576	-19.392	 9.890	 39.243	 5.2	 2080.6
NGC5676   	218.19530	+49.45788	127.9	 0.496	10.434	-22.123	10.960	 32.454	 4.7	 2101.6
NGC4562   	188.89455	+25.84982	 82.9	 0.652	13.669	-16.815	 8.910	 12.500	 7.1	 1352.5
NGC4565   	189.08663	+25.98765	435.9	 0.757	 8.519	-21.830	10.882	 11.744	 3.3	 1226.6
NGC4567   	189.13633	+11.25797	140.6	 0.301	10.990	-21.047	10.553	 25.550	 4.0	 2249.9
NGC4568   	189.14296	+11.23885	178.5	 0.502	10.046	-21.565	10.734	 21.000	 4.1	 2255.0
NGC4569   	189.20758	+13.16288	318.7	 0.568	 9.267	-21.192	10.638	 12.352	 2.4	 -220.6
NGC4571   	189.23493	+14.21735	148.3	 0.134	10.959	-20.285	10.254	 17.733	 6.5	  340.4
NGC4572   	188.94167	+74.24617	 53.1	 0.280	13.346	-19.160	 9.813	       	 5.0	 1735.0
NGC4579   	189.43140	+11.81820	252.4	 0.288	 9.122	-22.337	11.098	 19.583	 2.9	 1517.0
NGC4580   	189.45159	+05.36852	 91.4	 0.251	11.507	-19.837	10.095	 18.575	 1.6	 1037.8
NGC4584   	189.57452	+13.10994	 63.7	 0.247	13.083	-18.960	 9.728	       	 1.5	 1748.0
NGC4586   	189.61839	+04.31920	155.6	 0.654	11.250	-19.905	10.128	 17.017	 1.2	  811.0
NGC4591   	189.80188	+06.01225	 58.2	 0.471	12.808	-20.602	10.392	 48.067	 3.3	 2425.3
NGC4592   	189.82830	-00.53197	143.4	 0.691	12.039	-18.289	 9.476	 11.630	 8.0	 1070.5
NGC4593   	189.91437	-05.34414	142.1	 0.197	10.502	-22.151	10.932	 33.933	 3.0	 2491.8
NGC4594   	189.99762	-11.62299	473.8	 0.005	 7.447	-22.636	11.253	 10.390	 1.1	 1090.2
NGC4595   	189.96631	+15.29774	 66.1	 0.271	12.524	-18.535	 9.540	 16.289	 3.8	  630.9
NGC4596   	189.98318	+10.17613	184.7	 0.194	 9.940	-21.187	10.682	 16.800	-0.9	 1870.0
NGC4597   	190.05281	-05.79932	130.6	 0.575	12.504	-18.648	 9.571	 17.000	 8.7	 1039.3
NGC4599   	190.11292	+01.19694	 63.9	 0.500	12.379	-19.760	10.073	       	 0.4	 1836.0
NGC4602   	190.15384	-05.13283	120.7	 0.595	11.071	-21.630	10.766	 34.693	 4.2	 2537.4
NGC4604   	190.18731	-05.30251	 36.8	 0.442	13.795	-19.075	 9.719	       	10.0	 2659.5
NGC4605   	189.99704	+61.60914	199.9	 0.412	10.193	-18.269	 9.417	  4.924	 5.1	  146.0
NGC4606   	190.23989	+11.91198	124.4	 0.527	11.986	-19.176	 9.809	 17.080	 0.6	 1644.3
NGC4607   	190.30165	+11.88683	110.3	 0.737	11.951	-19.779	 9.994	 22.180	 4.0	 2257.1
NGC4618   	190.38704	+41.15080	145.0	 0.244	10.962	-18.355	 9.466	  7.300	 8.7	  545.0
NGC4625   	190.46966	+41.27387	 58.3	 0.046	12.292	-17.277	 9.071	  8.200	 8.8	  609.9
NGC4628   	190.60520	-06.97103	 60.9	 0.402	11.781	-21.481	10.492	 44.925	 2.9	 2830.0
NGC4629   	190.63611	-01.35063	 44.8	 0.261	14.179	-16.859	 8.839	       	 9.2	 1113.4
NGC4359   	186.04664	+31.52164	104.6	 0.607	12.816	-18.289	 9.482	 16.633	 5.0	 1249.3
NGC3691   	172.03907	+16.92031	 52.7	 0.254	13.070	-19.187	 9.811	 28.275	 3.0	 1080.0
NGC3692   	172.10008	+09.40771	 98.4	 0.742	11.810	-20.963	10.542	 35.850	 3.1	 1716.2
NGC3701   	172.37059	+24.09346	 59.3	 0.441	13.066	-20.227	10.222	 45.550	 4.0	 2805.3
NGC3705   	172.53078	+09.27673	156.8	 0.484	10.508	-20.836	10.495	 18.564	 2.4	 1018.3
NGC3712   	172.78900	+28.56639	 79.6	 0.756	14.930	-16.998	 8.917	       	 6.0	 1582.1
NGC3715   	172.88474	-14.23143	 39.2	 0.261	12.043	-21.003	10.535	 40.667	 3.8	 2120.5
NGC3718   	173.14523	+53.06794	235.1	 0.552	10.273	-20.880	10.512	 17.000	 1.1	  990.7
NGC3726   	173.33808	+47.02924	198.9	 0.391	10.265	-20.873	10.477	 16.892	 5.1	  863.9
NGC3729   	173.45578	+53.12555	112.3	 0.353	11.116	-20.409	10.233	 20.183	 1.2	 1012.4
NGC3730   	173.55816	-09.84563	 41.9	 0.069	12.040	-19.828	10.043	       	 0.4	 1716.7
NGC3733   	173.75685	+54.85054	165.2	 0.585	12.713	-19.272	 9.937	 24.950	 5.6	 1184.4
NGC3735   	173.98843	+70.53554	129.9	 0.696	10.891	-22.044	10.936	 38.646	 5.3	 2696.0
NGC3738   	173.95238	+54.52391	107.0	 0.186	12.132	-15.669	 8.400	  3.633	 9.8	  225.9
NGC3752   	173.13448	+74.62747	 55.5	 0.471	12.950	-19.616	 9.970	 32.600	 2.0	 1913.0
NGC3755   	174.13896	+36.41032	103.3	 0.629	12.975	-19.744	10.032	 34.973	 5.2	 1568.2
NGC3756   	174.20020	+54.29355	127.2	 0.497	11.266	-20.389	10.288	 21.425	 4.0	 1289.3
NGC3757   	174.26200	+58.41555	 47.7	 0.185	12.337	-19.307	 9.910	       	-2.1	
NGC3769   	174.43370	+47.89294	103.6	 0.569	11.710	-19.381	 9.878	 16.523	 3.4	  725.1
NGC3773   	174.55395	+12.11216	 54.3	 0.186	13.174	-17.979	 9.349	 17.000	-2.0	  984.6
NGC3779   	174.71249	-10.58381	 48.3	 0.496	14.644	-17.180	 8.979	       	 6.7	 1685.9
NGC3780   	174.84318	+56.27070	 99.0	 0.212	11.374	-21.774	10.843	 42.620	 5.2	 2390.5
NGC3782   	174.83645	+46.51387	 53.3	 0.249	13.145	-17.681	 9.170	 14.633	 6.5	  737.3
NGC3786   	174.92709	+31.90948	 76.0	 0.338	11.828	-21.495	10.625	 46.180	 1.1	 2704.7
NGC3788   	174.93562	+31.93128	 70.6	 0.483	11.825	-21.674	10.820	 50.080	 2.3	 2686.3
NGC3794   	175.22590	+56.20208	 77.1	 0.437	13.347	-18.144	 9.392	 19.867	 6.3	 1383.0
NGC3795   	175.02811	+58.61294	 68.0	 0.676	13.165	-19.154	 9.807	 29.083	 3.7	 1211.8
NGC3795A  	174.83715	+58.26821	 73.9	 0.200	13.537	-18.278	 9.477	 23.067	 6.4	 1148.1
NGC3810   	175.24483	+11.47109	126.7	 0.282	10.330	-20.980	10.508	 18.275	 5.2	  993.4
NGC3813   	175.32770	+36.54689	 74.6	 0.230	11.222	-20.819	10.420	 25.607	 3.3	 1465.3
PGC002805 	011.94818	-09.89957	 94.6	 0.833	14.624	-16.449	 8.672	 16.386	 6.7	 1343.6
PGC003062 	013.07202	-03.96601	 40.3	 0.618	15.291	-16.112	 8.542	       	 6.8	 1411.6
PGC003853 	016.27029	-06.21245	158.2	 0.257	11.556	-18.946	 9.705	 12.600	 7.0	 1095.4
PGC003855 	016.28616	-06.27900	 50.6	 0.710	15.438	-17.162	 8.994	       	 8.8	 2425.6
PGC004143 	017.42296	-02.26665	 49.9	 0.486	15.043	-16.990	 8.788	       	 9.8	 1864.5
PGC005329 	021.49108	-03.98228	 57.7	 0.514	15.118	-17.049	 8.855	       	 8.0	 1994.5
PGC005341 	021.56027	-06.09357	 91.8	 0.776	12.933	-19.213	 9.778	 26.867	 5.6	 1958.7
PGC006048 	024.50004	-07.56630	 37.1	 0.420	14.964	-17.116	 8.953	       	 3.9	 1940.0
PGC006190 	025.11607	-05.52040	 62.9	 0.738	14.785	-17.586	 9.132	 29.800	 6.8	 2125.0
PGC006228 	025.27966	-05.56817	 70.8	 0.615	13.689	-17.983	 9.332	 21.600	 8.7	 1495.1
PGC006244 	025.39959	-16.14695	 49.7	 0.562	15.144	-16.481	 8.695	       	10.0	 1629.5
PGC006626 	027.10739	-12.38131	 73.7	 0.105	13.825	-17.658	 9.130	 19.800	 9.9	 1616.5
PGC006667 	027.29310	-10.06137	 80.1	 0.219	12.974	-18.981	 9.742	 24.600	 6.6	 1991.8
PGC006703 	027.40748	-13.57114	 61.1	 0.726	14.557	-16.798	 8.811	       	 3.1	 1443.8
PGC006706 	027.41753	-12.82459	 44.2	 0.355	15.085	-16.526	 8.715	 21.000	 9.0	 1707.1
PGC006864 	027.86846	-06.51658	 46.0	 0.701	15.450	-17.787	 9.234	 44.400	 6.9	 2131.1
UGC06335  	169.94133	+59.28056	 48.1	 0.051	14.257	-18.993	 9.801	       	 6.0	 2927.5
UGC06341  	170.00277	+18.26055	 38.2	 0.723	15.925	-15.972	 8.511	       	 7.9	 1495.0
UGC06345  	170.06514	+02.52558	 58.6	 0.379	14.370	-17.779	 9.238	 26.900	 9.9	 1589.9
UGC06355  	170.16605	+31.22205	 61.7	 0.799	14.752	-17.915	 9.283	 34.150	 6.4	 2183.8
UGC06378  	170.52649	+69.63525	 65.4	 0.749	14.509	-17.170	 8.926	 21.667	 6.5	 1308.9
UGC06390  	170.67312	+64.06685	 57.1	 0.781	15.103	-17.177	 9.004	 28.567	 6.4	 1009.9
UGC06399  	170.84669	+50.89274	 87.7	 0.725	14.081	-17.278	 9.122	 18.700	 8.8	  795.9
UGC06433  	171.38258	+38.06064	 50.2	 0.567	14.646	-17.897	 9.185	       	 9.2	 2109.5
UGC06446  	171.66855	+53.74677	 71.3	 0.252	14.040	-16.967	 8.945	 15.900	 6.6	  645.2
UGC06509  	172.84458	+23.11541	 70.1	 0.869	15.529	-17.581	 9.136	 41.880	 6.6	 2911.4
UGC06512  	172.93595	+34.33343	 35.3	 0.421	14.970	-17.320	 9.043	       	 5.3	 1870.0
UGC06517  	173.00997	+36.69810	 51.4	 0.435	13.684	-19.190	 9.808	       	 3.8	 2491.0
ESO289-026	335.88679	-42.27345	 70.0	 0.511	14.417	-17.696	 9.278	 26.457	 7.9	 2423.3
ESO289-048	340.23709	-45.66064	 62.5	 0.725	14.556	-18.121	 9.315	 34.317	 4.9	 2842.9
ESO291-024	350.91949	-42.40220	 56.5	 0.720	14.794	-17.399	 9.058	 27.457	 5.0	 1683.8
ESO292-014	355.64679	-44.90479	 98.2	 0.841	13.076	-19.275	 9.813	 29.522	 6.7	 1490.4
ESO293-034	001.58355	-41.49728	110.6	 0.709	11.612	-19.700	 9.883	 18.300	 6.2	 1511.1
ESO293-045	002.85312	-41.39810	 43.7	 0.702	15.784	-16.442	 8.675	 27.880	 7.8	 1465.7
ESO298-015	032.66176	-40.91806	 70.6	 0.620	14.156	-17.504	 9.206	 21.475	 6.2	 1416.3
ESO298-023	033.61500	-39.18511	 33.3	 0.088	15.136	-15.904	 8.646	       	 6.0	 1373.3
ESO300-014	047.40990	-41.03162	152.3	 0.603	13.026	-17.282	 9.029	 11.524	 8.9	  954.8
ESO302-009	056.89044	-38.57744	 72.8	 0.727	14.700	-16.738	 8.856	 19.389	 8.0	  990.5
ESO302-014	057.92005	-38.45346	 41.8	 0.490	15.948	-13.895	 7.828	  9.300	10.0	  874.8
ESO302-021	058.96902	-40.68586	 37.4	 0.729	16.138	-13.277	 7.558	       	 5.0	  789.1
ESO305-009	077.03218	-38.30990	 93.2	 0.271	13.818	-16.785	 8.784	 13.200	 8.0	 1021.4
ESO305-017	078.75151	-41.39246	 58.0	 0.620	14.657	-15.655	 8.269	       	 9.9	 1071.3
ESO340-008	304.29915	-40.92369	 43.8	 0.712	14.259	-18.964	 9.709	 44.120	 6.1	 2834.9
ESO340-009	304.33745	-38.67403	 66.2	 0.821	14.627	-18.025	 9.346	 33.922	 7.1	 2578.6
ESO340-017	304.92272	-39.28851	 59.8	 0.401	13.626	-19.102	 9.782	       	 8.0	 2627.3
ESO340-042	308.73328	-40.62391	 54.3	 0.344	14.378	-18.369	 9.428	       	 7.8	 2660.9
ESO341-032	315.88916	-39.44631	 55.8	 0.140	13.692	-19.140	 9.763	       	 9.0	 2761.5
ESO342-013	317.50183	-37.50387	 62.4	 0.558	13.195	-19.823	10.062	 40.133	 1.0	 2668.0
ESO342-050	322.06260	-37.86133	 86.0	 0.367	12.066	-20.423	10.313	 31.464	 5.0	 2658.5
ESO345-046	340.81587	-39.86773	 76.5	 0.189	13.478	-18.655	 9.600	 26.700	 7.0	 2149.9
ESO346-001	342.14064	-39.64908	 60.2	 0.759	13.379	-18.873	 9.641	 28.209	 5.1	 2410.0
ESO346-014	343.77903	-38.58346	 55.7	 0.838	14.911	-18.361	 9.457	 45.110	 6.6	 2692.4
ESO347-008	350.20470	-41.73094	 38.1	 0.138	15.306	 -9.694	 6.025	  1.000	 9.0	 1622.1
ESO347-017	351.73440	-37.34695	 59.2	 0.586	14.442	-15.127	 8.178	  8.200	 9.0	  691.2
ESO347-029	354.11387	-38.78310	 96.4	 0.567	13.949	-18.010	 9.304	 24.650	 7.9	 1569.4
ESO355-026	038.07299	-35.03054	 58.2	 0.441	13.197	-19.297	 9.773	 31.537	 4.2	 2013.4
ESO356-018	043.80185	-36.29965	 52.3	 0.739	15.029	-16.567	 8.769	 20.850	 5.0	 1486.2
NGC6237   	251.59260	+70.35637	 76.3	 0.533	13.941	-17.575	 9.217	       	 6.4	 1131.2
NGC6239   	252.52088	+42.73989	 91.0	 0.615	12.425	-19.316	 9.790	 22.300	 3.3	  924.5
NGC6255   	253.69698	+36.50183	101.8	 0.603	13.561	-18.219	 9.355	 22.700	 5.9	  918.4
NGC6267   	254.53606	+22.98514	 69.8	 0.475	12.608	-21.052	10.504	 53.950	 4.8	 2978.5
NGC6278   	255.20968	+23.01102	 65.2	 0.333	11.759	-21.205	10.675	 39.150	-1.9	 2776.0
NGC6339   	259.27728	+40.84498	 94.1	 0.403	12.548	-19.876	10.062	 30.538	 6.3	 2109.8
NGC6340   	257.60332	+72.30446	139.2	 0.135	10.793	-20.919	10.601	 22.000	 0.4	 1202.3
NGC6395   	261.63021	+71.09623	 99.2	 0.710	13.191	-18.579	 9.548	 22.600	 5.8	 1162.7
NGC6412   	262.40551	+75.70446	 81.1	 0.051	11.806	-20.050	10.117	 23.500	 5.2	 1319.2
NGC6434   	264.20312	+72.08893	 60.8	 0.480	12.518	-20.496	10.302	 40.071	 4.0	 2486.2
NGC6503   	267.36024	+70.14434	238.5	 0.622	 9.824	-18.884	 9.697	  5.517	 5.8	   62.0
NGC6861E  	302.75712	-48.68978	 45.9	 0.647	14.162	-18.592	 9.550	 35.550	 2.0	
NGC6870   	302.54531	-48.28698	 88.2	 0.410	11.596	-22.120	11.010	 55.357	 2.1	
NGC6887   	304.32212	-52.79660	125.4	 0.647	11.441	-21.134	10.586	 32.730	 3.7	 2706.2
NGC6889   	304.72139	-53.95700	 57.6	 0.280	13.178	-19.529	 9.944	 34.800	 3.7	 2531.6
NGC6902   	306.11688	-43.65343	113.4	 0.201	11.291	-21.636	10.804	 38.500	 2.3	 2795.1
NGC6902B  	305.77927	-43.86859	 46.7	 0.053	14.019	-18.891	 9.612	 38.200	 5.5	 2962.1
NGC6923   	307.91274	-30.83184	 86.2	 0.340	11.288	-21.505	10.755	 36.190	 3.1	 2832.3
NGC6925   	308.58566	-31.98083	153.2	 0.686	10.614	-21.823	10.876	 30.718	 4.0	 2787.4
NGC7051   	319.96385	-08.78295	 54.7	 0.128	11.874	-20.313	10.251	 27.375	 0.9	 2517.8
NGC7059   	321.83959	-60.01454	136.5	 0.599	11.987	-20.613	10.344	 33.120	 5.6	 1733.6
NGC7064   	322.26242	-52.76760	123.0	 0.807	13.177	-17.098	 8.948	 11.350	 5.1	  855.4
NGC7070   	322.60566	-43.08713	 82.5	 0.118	12.256	-20.151	10.191	 30.300	 6.0	 2397.8
NGC7079   	323.14679	-44.06760	 86.7	 0.369	11.363	-21.149	10.642	 31.800	-1.8	
NGC7090   	324.12035	-54.55730	267.0	 0.757	10.687	-18.934	 9.721	  8.399	 5.0	  847.5
NGC7091   	323.53305	-36.65376	 64.5	 0.123	13.554	-19.117	 9.736	       	 7.9	 2569.4
NGC7098   	326.06734	-75.11129	164.0	 0.423	10.723	-21.596	10.838	 29.100	 1.1	 2364.2
NGC7107   	325.61101	-44.79254	 70.4	 0.109	13.186	-19.019	 9.796	 27.600	 8.6	 2202.6
NGC7140   	328.06367	-55.56970	138.1	 0.366	11.463	-21.401	10.704	 37.400	 3.8	 2977.0
NGC7378   	341.94867	-11.81664	 56.6	 0.352	12.444	-20.180	10.063	 33.483	 2.2	 2552.0
NGC7412   	343.94072	-42.64195	126.5	 0.181	11.241	-19.241	 9.802	 12.485	 3.2	 1709.6
NGC7416   	343.92360	-05.49534	 97.2	 0.700	11.742	-20.860	10.469	 33.129	 3.1	 2858.2
NGC7418   	344.15040	-37.02997	149.5	 0.263	10.843	-20.646	10.373	 19.850	 5.8	 1447.6
NGC7418A  	344.17181	-36.77266	 57.6	 0.417	14.208	-17.816	 9.229	 25.400	 6.5	 2105.2
NGC7421   	344.22641	-37.34730	 82.0	 0.112	11.817	-19.992	10.151	       	 3.7	 1796.6
NGC7424   	344.32657	-41.07062	239.8	 0.077	10.703	-19.600	10.014	 11.500	 6.0	  939.2
NGC7437   	344.54192	+14.30852	 64.5	 0.037	13.044	-19.282	 9.821	 29.200	 6.7	 2115.3
NGC7448   	345.01492	+15.98022	 75.3	 0.355	11.425	-20.787	10.383	 27.694	 5.0	 2192.5
NGC7456   	345.54309	-39.56941	178.9	 0.658	11.929	-19.117	 9.779	 16.185	 6.0	 1201.0
NGC7462   	345.69372	-40.83537	136.2	 0.718	12.021	-18.420	 9.475	 12.252	 3.6	 1062.2
NGC7463   	345.46667	+15.98190	 93.1	 0.675	12.660	-20.133	10.159	 36.200	 3.1	 2341.4
NGC7465   	345.50399	+15.96481	 55.9	 0.214	12.002	-20.171	10.135	 27.200	-1.8	 1959.0
NGC7479   	346.23590	+12.32293	140.6	 0.252	10.336	-22.311	10.955	 33.850	 4.3	 2380.9
NGC7496   	347.44700	-43.42784	116.2	 0.066	11.150	-19.733	 9.973	 15.020	 3.2	 1651.7
NGC7497   	347.26414	+18.17746	153.9	 0.692	11.632	-19.844	10.044	 19.738	 6.2	 1706.3
NGC7513   	348.30853	-28.35752	107.6	 0.322	11.305	-20.184	10.212	 19.850	 3.2	 1569.0
NGC7531   	348.70187	-43.59985	133.3	 0.488	11.063	-20.726	10.445	 22.788	 4.0	 1597.0
NGC7537   	348.64378	+04.49839	 63.0	 0.637	12.530	-20.333	10.242	 37.367	 3.6	 2677.5
NGC7541   	348.68282	+04.53392	105.5	 0.535	10.625	-21.959	10.850	 32.872	 4.7	 2680.3
NGC7552   	349.04494	-42.58496	118.0	 0.029	 9.841	-21.330	10.523	 17.150	 2.4	 1610.4
NGC7582   	349.59837	-42.37034	200.4	 0.558	 9.749	-21.823	10.649	 20.625	 2.1	 1594.0
NGC7590   	349.72824	-42.23903	 97.7	 0.514	10.887	-21.126	10.574	 25.275	 4.4	 1579.6
NGC7599   	349.83761	-42.25705	144.8	 0.621	10.932	-20.607	10.348	 20.317	 5.2	 1621.0
NGC7606   	349.76989	-08.48504	170.7	 0.592	10.405	-22.090	10.990	 31.550	 3.0	 2231.4
NGC7625   	350.12562	+17.22543	 59.9	 0.090	11.371	-20.438	10.238	 23.000	 1.0	 1625.7
NGC7661   	351.81039	-65.27190	 59.1	 0.382	13.919	-18.613	 9.551	 32.100	 5.9	 2033.3
UGC04413  	127.43989	+73.85755	 54.2	 0.817	15.583	-17.291	 9.038	 37.567	 6.0	 2270.0
PGC006898 	027.96068	-05.49608	 45.5	 0.723	15.557	-16.147	 8.544	       	 7.9	 1639.4
PGC007109 	028.72001	-13.65393	 40.9	 0.249	13.961	-18.058	 9.338	       	 9.0	 1918.0
PGC007324 	029.24610	-11.78055	 75.9	 0.817	15.203	-16.847	 8.727	 25.700	 8.0	 1855.0
PGC007654 	030.22911	-08.84088	 32.8	 0.250	15.174	-16.481	 8.705	       	 9.9	 1607.3
PGC007682 	030.37640	-07.29199	 34.6	 0.522	14.501	-18.109	 9.361	       	 1.0	 2456.0
PGC007900 	031.13083	-06.19910	 99.4	 0.664	14.069	-17.639	 9.172	 21.960	 9.0	 1362.6
PGC007998 	031.45526	-09.82194	 49.2	 0.596	15.376	-16.653	 8.923	       	 9.0	 1897.7
PGC008295 	032.56021	-09.71097	 81.9	 0.726	14.168	-17.469	 9.132	 21.250	 5.0	 2003.0
PGC008962 	035.36989	-04.41317	 45.0	 0.756	15.822	-16.663	 8.844	       	 6.9	 2315.7
PGC009272 	036.58939	-09.84171	 78.0	 0.710	14.539	-17.511	 9.129	 25.700	 8.0	 2107.3
PGC009354 	036.88651	-10.16587	 63.7	 0.683	14.185	-17.741	 9.150	 24.283	 5.1	 2096.3
PGC009559 	037.67249	-03.81159	 58.4	 0.100	14.220	-17.306	 9.108	 20.200	 7.8	 1621.2
PGC010813 	042.76881	+04.45399	 27.0	 0.485	15.695	-14.806	 7.858	 12.600	 5.0	 1011.6
UGC07697  	188.21502	+20.18359	 57.9	 0.745	14.767	-18.265	 9.430	 40.400	 5.9	 2533.2
UGC12843  	358.87590	+17.91970	 79.5	 0.483	13.915	-18.031	 9.390	 24.500	 8.2	 1773.1
UGC12846  	358.94235	+18.42587	 34.2	 0.162	15.534	-16.376	 8.687	 24.100	 8.7	 1736.8
UGC12856  	359.18772	+16.81437	 58.8	 0.573	14.395	-17.551	 9.080	 24.500	 9.6	 1776.2
UGC12857  	359.19820	+01.35512	 60.6	 0.657	13.086	-19.738	10.005	 36.717	 4.0	 2458.5
UGC12893  	000.11712	+17.21913	 57.6	 0.129	13.879	-17.202	 8.991	       	 8.4	 1102.4
UGC01547  	030.83540	+22.04154	 51.4	 0.239	14.426	-18.300	 9.503	 35.100	 9.9	 2643.4
UGC01551  	030.90653	+24.07519	 78.3	 0.227	13.201	-19.556	 9.939	 35.600	 6.1	 2671.0
UGC01670  	032.68289	+06.75840	 49.9	 0.355	15.179	-16.401	 8.677	 20.700	 8.8	 1605.4
UGC01753  	034.13375	+28.20608	 35.4	 0.554	15.099	-18.080	 9.312	       	 9.9	 2991.7
UGC01803  	035.12177	+06.81040	 65.0	 0.774	14.926	-16.822	 8.889	 22.367	 8.8	 1625.5
UGC01839  	035.62533	-00.61739	 64.6	 0.813	15.245	-16.612	 8.779	 23.520	 7.1	 1538.3
UGC01862  	036.10329	-02.16237	 61.8	 0.251	13.338	-18.211	 9.395	 20.410	 6.4	 1386.8
UGC01945  	037.05165	-01.34886	 76.3	 0.526	13.465	-18.426	 9.485	       	 8.2	 1768.9
UGC01970  	037.47526	+25.25637	 66.5	 0.749	13.697	-19.179	 9.773	 37.591	 5.8	 1913.8
UGC01981  	037.57155	+00.93780	 38.3	 0.117	15.340	-16.211	 8.609	       	 9.7	 1512.1
UGC01999  	037.96954	+19.15309	 61.7	 0.713	14.812	-16.336	 8.597	 16.967	 5.7	  972.9
UGC02081  	039.00400	+00.42022	 73.1	 0.532	14.258	-18.922	 9.747	 43.250	 5.8	 2614.6
UGC02082  	039.06748	+25.42390	135.2	 0.764	12.706	-17.914	 9.262	 13.300	 5.8	  706.9
UGC02275  	041.99085	+03.88550	 62.3	 0.445	14.639	-15.947	 8.502	 13.100	 8.8	 1025.0
UGC02302  	042.28608	+02.12751	 72.4	 0.239	14.290	-16.441	 8.401	 14.000	 8.8	 1103.7
UGC02345  	042.96960	-01.17210	 60.6	 0.327	14.552	-16.529	 8.811	 16.450	 8.8	 1506.0
