#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T19:38:43 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T19:38:43	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/388/500&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_73880500
#Name: J/MNRAS/388/500
#Title: GHASP: H{alpha} data cubes for 108 galaxies (Epinat+, 2008)
#INFO	ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	creator=Epinat B.	    First author or institution
#INFO	cites=bibcode:2008MNRAS.388..500E	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2008	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/388/500	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.73880500	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_388_500_galaxies:
#Name: J/MNRAS/388/500/galaxies
#Title: Model and galaxy parameters
#Column	Name	(a9)	Name	[ucd=meta.id;meta.main]
#Column	Vsys-L	(I4)	Systemic velocity found in HyperLeda data base	[ucd=phys.veloc]
#Column	Vsys-FP	(I4)	? Systemic velocity deduced from our velocity field analysis	[ucd=phys.veloc]
#Column	i-L	(I2)	Morphological inclination from HyperLeda	[ucd=src.morph]
#Column	i-FP	(I2)	? Inclination deduced from the analysis of our velocity field	[ucd=src.orbital.inclination]
#Column	l_Vres	(A1)	Limit flag on Res	[ucd=meta.code.error]
#Column	Vres	(F7.1)	? Mean residual velocity in the whole velocity field	[ucd=stat.fit.residual;phys.veloc;stat.mean]
#Column	sigres	(I2)	? Residual velocity dispersion in the whole velocity field	[ucd=stat.fit.residual;phys.veloc]
#Column	chi2	(F4.1)	? Reduced {chi}^2^ of the model	[ucd=stat.fit.chi2]
#Column	T	(F4.1)	RC3 morphological type from HyperLeda data base	[ucd=src.morph.type]
#Column	MType	(a11)	Morphological type from the HyperLeda data base	[ucd=src.morph.type]
#Column	Dist	(F5.1)	Distance (1)	[ucd=pos.distance]
#Column	i	(I2)	Inclination derived from the axial ratio, arccos(b/a)	[ucd=src.orbital.inclination]
#Column	D25	(I3)	Isophotal radius at the limiting surface brightness of 25Bmag/arcsec^2^	[ucd=phys.angSize]
#Column	Vmax	(I3)	? Maximum velocity (3)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	q_Vmax	(I1)	[1/4]? Quality flag on Vmax (5)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	Vsys-L	Vsys-FP	i-L	i-FP	l_Vres	Vres	sigres	chi2	T	MType	Dist	i	D25	Vmax	q_Vmax	Simbad	NED	LEDA	_RA	_DE
UGC 9736 	 8.89	 0.27	 40.4	 1.2	170	  4	18	a
UGC 9736 	 9.65	 0.24	 43.8	 1.1	177	  4	18	a
UGC 9736 	10.61	 0.33	 48.2	 1.5	188	  5	18	a
UGC 9736 	11.85	 0.52	 53.8	 2.4	187	  5	18	a
UGC 9736 	13.56	 0.62	 61.6	 2.8	193	  7	10	a
UGC 9866 	 0.08	 0.02	  2.2	 0.6	 13	  4	 4	a
UGC 9866 	 0.09	 0.03	  2.5	 0.8	 19	  4	 3	r
UGC 9866 	 0.18	 0.03	  5.0	 0.8	 37	  3	 4	r
UGC 9866 	 0.19	 0.03	  5.3	 0.8	 32	  3	12	a
UGC 9866 	 0.30	 0.03	  8.4	 0.8	 39	  2	11	r
UGC 9866 	 0.31	 0.04	  8.6	 1.1	 44	  2	24	a
UGC 9866 	 0.43	 0.02	 12.0	 0.6	 53	  2	24	a
UGC 9866 	 0.43	 0.03	 12.0	 0.8	 54	  1	38	a
UGC 9866 	 0.44	 0.03	 12.3	 0.8	 63	  2	16	r
UGC 9866 	 0.48	 0.05	 13.4	 1.4	 65	  2	24	r
UGC 9866 	 0.50	 0.02	 13.9	 0.6	 62	  1	24	a
UGC 9866 	 0.56	 0.01	 15.6	 0.3	 65	  2	24	a
UGC 9866 	 0.62	 0.02	 17.3	 0.6	 66	  1	24	a
UGC 9866 	 0.64	 0.04	 17.8	 1.1	 70	  2	24	r
UGC 9866 	 0.67	 0.02	 18.7	 0.6	 68	  1	24	a
UGC 9866 	 0.73	 0.02	 20.3	 0.6	 77	  1	24	a
UGC 9866 	 0.74	 0.03	 20.6	 0.8	 78	  1	24	r
UGC 9866 	 0.78	 0.02	 21.7	 0.6	 76	  1	24	a
UGC 9866 	 0.83	 0.03	 23.1	 0.8	 87	  2	24	r
UGC 9866 	 0.84	 0.02	 23.4	 0.6	 79	  2	24	a
UGC 9866 	 0.89	 0.01	 24.8	 0.3	 85	  2	24	a
UGC 9866 	 0.92	 0.03	 25.6	 0.8	 88	  2	24	r
UGC 9866 	 0.94	 0.02	 26.2	 0.6	 85	  2	24	a
UGC 9866 	 0.99	 0.02	 27.6	 0.6	 90	  2	24	a
UGC 9866 	 1.00	 0.02	 27.9	 0.6	 89	  1	24	r
UGC 9866 	 1.05	 0.01	 29.3	 0.3	 92	  1	24	a
UGC 9866 	 1.08	 0.02	 30.1	 0.6	 94	  1	24	r
UGC 9866 	 1.12	 0.02	 31.2	 0.6	100	  1	24	a
UGC 9866 	 1.18	 0.02	 32.9	 0.6	106	  2	24	a
UGC 9866 	 1.18	 0.03	 32.9	 0.8	 96	  1	24	r
UGC 9866 	 1.26	 0.03	 35.1	 0.8	106	  2	24	a
UGC 9866 	 1.31	 0.05	 36.5	 1.4	101	  2	24	r
UGC 9866 	 1.36	 0.04	 37.9	 1.1	110	  2	24	a
UGC 9866 	 1.50	 0.07	 41.8	 2.0	101	  2	13	r
UGC 9866 	 1.59	 0.15	 44.3	 4.2	115	  3	19	a
UGC 9943 	 0.44	 0.05	  3.2	 0.4	 79	 15	 2	r
UGC 9943 	 0.60	 0.03	  4.4	 0.2	 66	 13	 2	a
UGC 9943 	 0.67	 0.00	  4.9	 0.0	101	 15	 1	r
UGC 9943 	 0.88	 0.06	  6.5	 0.4	104	 11	 4	r
UGC 9943 	 0.99	 0.00	  7.3	 0.0	123	 15	 1	a
UGC 9943 	 1.17	 0.06	  8.6	 0.4	143	  1	 2	r
UGC 9943 	 1.28	 0.01	  9.4	 0.1	145	  1	 2	a
UGC 9943 	 1.45	 0.08	 10.7	 0.6	144	 10	 4	r
UGC 9943 	 1.47	 0.06	 10.8	 0.4	151	  6	 6	a
UGC 9943 	 1.71	 0.06	 12.6	 0.4	138	  6	 8	r
UGC 9943 	 1.72	 0.07	 12.7	 0.5	147	  5	10	a
UGC 9943 	 1.91	 0.06	 14.1	 0.4	165	  4	 9	r
UGC 9943 	 1.96	 0.08	 14.4	 0.6	159	  3	11	a
UGC 9943 	 2.22	 0.06	 16.4	 0.4	170	  2	19	r
UGC 9943 	 2.23	 0.07	 16.4	 0.5	163	  2	27	a
UGC 9943 	 2.34	 0.07	 17.2	 0.5	165	  2	25	a
UGC 9943 	 2.37	 0.10	 17.5	 0.7	175	  2	25	r
UGC 9943 	 2.55	 0.04	 18.8	 0.3	166	  2	25	a
UGC 9943 	 2.70	 0.10	 19.9	 0.7	180	  2	25	r
UGC 9943 	 2.72	 0.05	 20.0	 0.4	170	  2	25	a
UGC 9943 	 2.92	 0.05	 21.5	 0.4	170	  2	25	a
UGC 9943 	 3.03	 0.12	 22.3	 0.9	179	  3	25	r
UGC 9943 	 3.10	 0.06	 22.8	 0.4	173	  2	25	a
UGC 9943 	 3.28	 0.05	 24.2	 0.4	174	  1	25	a
UGC 9943 	 3.39	 0.08	 25.0	 0.6	188	  3	25	r
UGC 9943 	 3.45	 0.05	 25.4	 0.4	178	  1	25	a
UGC 9943 	 3.58	 0.03	 26.4	 0.2	180	  2	25	a
UGC 9943 	 3.68	 0.10	 27.1	 0.7	185	  3	25	r
UGC 9943 	 3.70	 0.03	 27.3	 0.2	174	  2	25	a
UGC 9943 	 3.81	 0.04	 28.1	 0.3	178	  2	25	a
UGC 9943 	 3.90	 0.02	 28.7	 0.1	180	  2	25	a
UGC 9943 	 3.97	 0.03	 29.2	 0.2	180	  2	25	a
UGC 9943 	 4.01	 0.10	 29.5	 0.7	182	  3	25	r
UGC 9943 	 4.09	 0.03	 30.1	 0.2	182	  2	25	a
UGC 9943 	 4.17	 0.02	 30.7	 0.1	182	  2	25	a
UGC 9943 	 4.24	 0.02	 31.2	 0.1	185	  1	25	a
UGC 9943 	 4.36	 0.10	 32.1	 0.7	181	  4	25	r
UGC 9943 	 4.38	 0.05	 32.3	 0.4	185	  2	25	a
UGC 9943 	 4.51	 0.03	 33.2	 0.2	188	  3	25	a
UGC 9943 	 4.66	 0.07	 34.3	 0.5	186	  3	25	a
UGC 9943 	 4.71	 0.11	 34.7	 0.8	182	  3	25	r
UGC 9943 	 4.87	 0.06	 35.9	 0.4	189	  2	25	a
UGC 9943 	 5.00	 0.09	 36.8	 0.7	179	  3	25	r
UGC 9943 	 5.08	 0.07	 37.4	 0.5	190	  2	25	a
UGC 9943 	 5.26	 0.09	 38.7	 0.7	174	  3	25	r
UGC 9943 	 5.31	 0.08	 39.1	 0.6	189	  2	25	a
UGC 9943 	 5.58	 0.08	 41.1	 0.6	194	  2	25	a
UGC 9943 	 5.58	 0.09	 41.1	 0.7	170	  2	25	r
UGC 9943 	 5.88	 0.09	 43.3	 0.7	190	  2	25	a
UGC 9943 	 5.89	 0.08	 43.4	 0.6	174	  3	25	r
UGC 9943 	 6.14	 0.07	 45.2	 0.5	176	  2	25	r
UGC 9943 	 6.18	 0.09	 45.5	 0.7	188	  2	25	a
UGC 9943 	 6.41	 0.08	 47.2	 0.6	189	  2	25	a
UGC 9943 	 6.43	 0.07	 47.4	 0.5	179	  2	25	r
UGC 9943 	 6.63	 0.06	 48.8	 0.4	178	  3	25	r
UGC 9943 	 6.68	 0.06	 49.2	 0.4	184	  3	25	a
UGC 9943 	 6.80	 0.05	 50.1	 0.4	183	  2	25	r
UGC 9943 	 6.91	 0.08	 50.9	 0.6	180	  2	25	a
UGC 9943 	 6.97	 0.05	 51.3	 0.4	180	  3	25	r
UGC 9943 	 7.14	 0.06	 52.6	 0.4	181	  2	25	r
UGC 9943 	 7.18	 0.07	 52.9	 0.5	184	  3	25	a
UGC 9943 	 7.30	 0.05	 53.8	 0.4	188	  3	25	r
UGC 9943 	 7.43	 0.10	 54.7	 0.7	184	  3	25	a
UGC 9943 	 7.49	 0.05	 55.2	 0.4	183	  2	25	r
UGC 9943 	 7.71	 0.05	 56.8	 0.4	187	  2	25	r
UGC 9943 	 7.76	 0.09	 57.2	 0.7	183	  2	25	a
UGC 9943 	 7.91	 0.08	 58.3	 0.6	189	  3	25	r
UGC 9943 	 8.09	 0.10	 59.6	 0.7	177	  2	25	a
UGC 9943 	 8.28	 0.15	 61.0	 1.1	191	  3	25	r
UGC 9943 	 8.41	 0.09	 62.0	 0.7	179	  3	25	a
UGC 9943 	 8.68	 0.07	 63.9	 0.5	181	  1	25	a
UGC 9943 	 8.91	 0.27	 65.6	 2.0	191	  3	25	r
UGC 9943 	 8.94	 0.09	 65.9	 0.7	183	  2	25	a
UGC 9943 	 9.32	 0.17	 68.7	 1.3	183	  2	25	a
UGC 9943 	 9.80	 0.30	 72.2	 2.2	185	  4	25	r
UGC 9943 	10.25	 0.61	 75.5	 4.5	188	  5	13	a
UGC 9943 	10.76	 0.28	 79.3	 2.1	184	  3	24	r
UGC 10075	 0.05	 0.00	  0.7	 0.0	-38	  7	 1	r
UGC 10075	 0.10	 0.00	  1.4	 0.0	 25	  7	 1	a
UGC 10075	 0.14	 0.03	  2.0	 0.4	  4	  6	 2	r
UGC 10075	 0.20	 0.00	  2.8	 0.0	  0	  7	 1	a
UGC 10075	 0.26	 0.00	  3.6	 0.0	 -4	  7	 1	a
UGC 10075	 0.26	 0.02	  3.6	 0.3	 17	  4	 3	r
UGC 10075	 0.40	 0.04	  5.6	 0.6	 38	  7	 4	a
UGC 10075	 0.40	 0.02	  5.6	 0.3	 24	  2	 6	r
UGC 10075	 0.51	 0.04	  7.2	 0.6	 33	  4	 4	r
UGC 10075	 0.52	 0.03	  7.3	 0.4	 55	  5	 4	a
UGC 10075	 0.60	 0.03	  8.4	 0.4	 59	  4	 5	a
UGC 10075	 0.62	 0.04	  8.7	 0.6	 54	  6	 8	r
UGC 10075	 0.70	 0.03	  9.8	 0.4	 70	  7	 5	a
UGC 10075	 0.74	 0.03	 10.4	 0.4	 50	  7	 6	r
UGC 10075	 0.84	 0.02	 11.8	 0.3	 78	  2	 7	a
UGC 10075	 0.84	 0.03	 11.8	 0.4	 65	  5	 6	r
UGC 10075	 0.96	 0.03	 13.5	 0.4	 83	  5	 6	r
UGC 10075	 0.97	 0.02	 13.6	 0.3	 85	  7	 5	a
UGC 10075	 1.06	 0.02	 14.9	 0.3	 80	  3	 6	a
UGC 10075	 1.08	 0.04	 15.2	 0.6	 85	  7	 6	r
UGC 10075	 1.17	 0.03	 16.4	 0.4	 96	  5	 5	a
UGC 10075	 1.17	 0.03	 16.4	 0.4	 84	  5	 8	r
UGC 10075	 1.28	 0.04	 18.0	 0.6	 87	  2	11	a
UGC 10075	 1.29	 0.04	 18.1	 0.6	 94	  3	 9	r
UGC 10075	 1.40	 0.02	 19.6	 0.3	 90	  4	 8	a
UGC 10075	 1.40	 0.02	 19.6	 0.3	101	  4	 6	r
UGC 10075	 1.50	 0.03	 21.0	 0.4	 96	  3	 9	r
UGC 10075	 1.51	 0.03	 21.2	 0.4	 96	  2	12	a
UGC 10075	 1.61	 0.02	 22.6	 0.3	100	  2	11	r
UGC 10075	 1.64	 0.03	 23.0	 0.4	100	  2	14	a
UGC 10075	 1.74	 0.04	 24.4	 0.6	 96	  2	12	r
UGC 10075	 1.75	 0.02	 24.6	 0.3	101	  2	19	a
UGC 10075	 1.86	 0.03	 26.1	 0.4	110	  2	16	a
UGC 10075	 1.86	 0.03	 26.1	 0.4	 92	  3	10	r
UGC 10075	 1.97	 0.03	 27.6	 0.4	106	  3	21	a
UGC 10075	 1.98	 0.02	 27.8	 0.3	102	  5	 8	r
UGC 10075	 2.08	 0.03	 29.2	 0.4	112	  3	20	a
UGC 10075	 2.10	 0.02	 29.5	 0.3	102	  3	10	r
UGC 10075	 2.19	 0.02	 30.7	 0.3	124	  2	19	a
UGC 10075	 2.19	 0.04	 30.7	 0.6	109	  3	14	r
UGC 10075	 2.30	 0.03	 32.3	 0.4	127	  2	21	a
UGC 10075	 2.31	 0.03	 32.4	 0.4	113	  2	21	r
UGC 10075	 2.39	 0.03	 33.5	 0.4	126	  3	21	a
UGC 10075	 2.43	 0.03	 34.1	 0.4	111	  2	21	r
UGC 10075	 2.49	 0.02	 34.9	 0.3	135	  2	21	a
UGC 10075	 2.54	 0.03	 35.6	 0.4	119	  2	21	r
UGC 10075	 2.57	 0.02	 36.1	 0.3	137	  3	21	a
UGC 10075	 2.64	 0.02	 37.0	 0.3	137	  3	21	a
UGC 10075	 2.64	 0.03	 37.0	 0.4	124	  2	21	r
UGC 10075	 2.70	 0.02	 37.9	 0.3	140	  2	21	a
UGC 10075	 2.72	 0.02	 38.2	 0.3	127	  2	21	r
UGC 10075	 2.76	 0.02	 38.7	 0.3	141	  2	21	a
UGC 10075	 2.80	 0.03	 39.3	 0.4	125	  2	21	r
UGC 10075	 2.85	 0.03	 40.0	 0.4	140	  1	21	a
UGC 10075	 2.88	 0.02	 40.4	 0.3	128	  1	21	r
UGC 10075	 2.93	 0.02	 41.1	 0.3	139	  2	21	a
UGC 10075	 2.96	 0.02	 41.5	 0.3	132	  2	21	r
UGC 10075	 3.03	 0.03	 42.5	 0.4	144	  3	21	a
UGC 10075	 3.03	 0.02	 42.5	 0.3	132	  1	21	r
UGC 10075	 3.10	 0.02	 43.5	 0.3	137	  2	21	r
UGC 10075	 3.11	 0.02	 43.6	 0.3	145	  2	21	a
UGC 10075	 3.17	 0.02	 44.5	 0.3	134	  1	21	r
UGC 10075	 3.20	 0.04	 44.9	 0.6	145	  2	21	a
UGC 10075	 3.22	 0.02	 45.2	 0.3	133	  1	21	r
UGC 10075	 3.30	 0.02	 46.3	 0.3	137	  1	21	r
UGC 10075	 3.31	 0.02	 46.4	 0.3	151	  2	21	a
UGC 10075	 3.37	 0.02	 47.3	 0.3	136	  2	21	r
UGC 10075	 3.41	 0.04	 47.8	 0.6	150	  2	21	a
UGC 10075	 3.44	 0.02	 48.3	 0.3	137	  2	21	r
UGC 10075	 3.52	 0.03	 49.4	 0.4	142	  2	21	r
UGC 10075	 3.53	 0.03	 49.5	 0.4	150	  3	21	a
UGC 10075	 3.59	 0.01	 50.4	 0.1	143	  2	21	r
UGC 10075	 3.64	 0.02	 51.1	 0.3	142	  2	21	r
UGC 10075	 3.65	 0.03	 51.2	 0.4	148	  2	21	a
UGC 10075	 3.70	 0.02	 51.9	 0.3	144	  1	21	r
UGC 10075	 3.76	 0.02	 52.8	 0.3	142	  2	21	r
UGC 10075	 3.78	 0.04	 53.0	 0.6	148	  2	21	a
UGC 10075	 3.80	 0.02	 53.3	 0.3	147	  1	21	r
UGC 10075	 3.86	 0.02	 54.2	 0.3	148	  1	21	r
UGC 10075	 3.90	 0.03	 54.7	 0.4	144	  2	21	a
UGC 10075	 3.92	 0.02	 55.0	 0.3	148	  2	21	r
UGC 10075	 3.98	 0.02	 55.8	 0.3	151	  2	21	r
UGC 10075	 4.02	 0.03	 56.4	 0.4	144	  3	21	a
UGC 10075	 4.07	 0.03	 57.1	 0.4	146	  2	21	r
UGC 10075	 4.14	 0.03	 58.1	 0.4	147	  2	21	a
UGC 10075	 4.17	 0.04	 58.5	 0.6	152	  2	21	r
UGC 10075	 4.25	 0.03	 59.6	 0.4	137	  3	21	a
UGC 10075	 4.30	 0.04	 60.3	 0.6	149	  2	21	r
UGC 10075	 4.39	 0.03	 61.6	 0.4	139	  2	21	a
UGC 10075	 4.47	 0.05	 62.7	 0.7	150	  2	21	r
UGC 10075	 4.51	 0.04	 63.3	 0.6	137	  3	21	a
UGC 10075	 4.64	 0.04	 65.1	 0.6	137	  1	21	a
UGC 10075	 4.64	 0.05	 65.1	 0.7	152	  2	21	r
UGC 10075	 4.75	 0.03	 66.7	 0.4	144	  2	21	a
UGC 10075	 4.76	 0.04	 66.8	 0.6	150	  2	21	r
UGC 10075	 4.86	 0.02	 68.2	 0.3	141	  3	21	a
UGC 10075	 4.91	 0.03	 68.9	 0.4	153	  3	21	r
UGC 10075	 4.96	 0.03	 69.6	 0.4	138	  2	21	a
UGC 10075	 5.02	 0.02	 70.4	 0.3	140	  2	21	a
UGC 10075	 5.04	 0.05	 70.7	 0.7	160	  2	21	r
UGC 10075	 5.11	 0.03	 71.7	 0.4	145	  2	21	a
UGC 10075	 5.19	 0.02	 72.8	 0.3	144	  2	21	a
UGC 10075	 5.19	 0.03	 72.8	 0.4	157	  3	21	r
UGC 10075	 5.27	 0.02	 73.9	 0.3	145	  2	21	a
UGC 10075	 5.33	 0.02	 74.8	 0.3	144	  2	21	a
UGC 10075	 5.33	 0.04	 74.8	 0.6	161	  3	21	r
UGC 10075	 5.40	 0.02	 75.8	 0.3	143	  2	21	a
UGC 10075	 5.49	 0.03	 77.0	 0.4	136	  2	21	a
UGC 10075	 5.51	 0.06	 77.3	 0.8	158	  2	21	r
UGC 10075	 5.57	 0.02	 78.2	 0.3	143	  2	21	a
UGC 10075	 5.65	 0.03	 79.3	 0.4	151	  2	21	a
UGC 10075	 5.74	 0.02	 80.5	 0.3	147	  2	21	a
UGC 10075	 5.76	 0.08	 80.8	 1.1	159	  3	21	r
UGC 10075	 5.84	 0.03	 81.9	 0.4	148	  2	21	a
UGC 10075	 5.94	 0.02	 83.3	 0.3	152	  3	21	a
UGC 10075	 6.05	 0.04	 84.9	 0.6	151	  2	21	a
UGC 10075	 6.09	 0.12	 85.5	 1.7	158	  3	21	r
UGC 10075	 6.14	 0.01	 86.2	 0.1	157	  2	21	a
UGC 10075	 6.20	 0.03	 87.0	 0.4	151	  1	21	a
UGC 10075	 6.28	 0.02	 88.1	 0.3	155	  2	21	a
UGC 10075	 6.34	 0.02	 89.0	 0.3	157	  2	21	a
UGC 10075	 6.40	 0.02	 89.8	 0.3	157	  2	21	a
UGC 10075	 6.42	 0.06	 90.1	 0.8	164	  2	21	r
UGC 10075	 6.46	 0.02	 90.6	 0.3	159	  1	21	a
UGC 10075	 6.51	 0.01	 91.3	 0.1	156	  1	21	a
UGC 10075	 6.55	 0.01	 91.9	 0.1	160	  1	21	a
UGC 10075	 6.60	 0.01	 92.6	 0.1	159	  1	21	a
UGC 10075	 6.61	 0.04	 92.7	 0.6	160	  1	21	r
UGC 10075	 6.64	 0.01	 93.2	 0.1	162	  1	21	a
UGC 10075	 6.68	 0.01	 93.7	 0.1	163	  1	21	a
UGC 10075	 6.73	 0.01	 94.4	 0.1	159	  2	21	a
UGC 10075	 6.78	 0.02	 95.1	 0.3	162	  1	21	a
UGC 10075	 6.78	 0.06	 95.1	 0.8	162	  3	21	r
UGC 10075	 6.84	 0.02	 96.0	 0.3	166	  1	21	a
UGC 10075	 6.91	 0.03	 97.0	 0.4	166	  1	21	a
UGC 10075	 7.00	 0.03	 98.2	 0.4	166	  2	21	a
UGC 10075	 7.15	 0.07	100.3	 1.0	162	  3	21	a
UGC 10075	 7.31	 0.30	102.6	 4.2	162	  2	21	r
UGC 10075	 7.51	 0.16	105.4	 2.2	179	  2	21	a
UGC 10075	 8.70	 0.65	122.1	 9.1	163	  3	19	r
UGC 10075	 8.88	 0.62	124.6	 8.7	168	  2	21	a
UGC 10075	 9.59	 0.08	134.6	 1.1	166	  1	21	a
UGC 10075	 9.89	 0.17	138.8	 2.4	170	  3	17	a
UGC 10521	 0.07	 0.00	  0.8	 0.0	 -5	  7	 1	r
UGC 10521	 0.19	 0.04	  2.2	 0.5	 11	  3	 2	a
UGC 10521	 0.21	 0.03	  2.4	 0.3	  7	  2	 3	r
UGC 10521	 0.32	 0.04	  3.7	 0.5	 35	  0	 2	a
UGC 10521	 0.33	 0.04	  3.8	 0.5	 33	  7	 6	r
UGC 10521	 0.48	 0.00	  5.5	 0.0	 40	  7	 1	r
UGC 10521	 0.57	 0.03	  6.5	 0.3	 40	  6	 5	a
UGC 10521	 0.58	 0.03	  6.6	 0.3	 49	  4	 5	r
UGC 10521	 0.70	 0.04	  8.0	 0.5	 60	  3	 9	r
UGC 10521	 0.72	 0.04	  8.3	 0.5	 57	  6	 5	a
UGC 10521	 0.84	 0.04	  9.6	 0.5	 56	  5	10	r
UGC 10521	 0.86	 0.04	  9.9	 0.5	 70	  5	 6	a
UGC 10521	 0.99	 0.03	 11.3	 0.3	 73	  2	 9	a
UGC 10521	 0.99	 0.04	 11.3	 0.5	 61	  2	12	r
UGC 10521	 1.10	 0.03	 12.6	 0.3	 64	  2	15	r
UGC 10521	 1.13	 0.03	 12.9	 0.3	 84	  4	 8	a
UGC 10521	 1.23	 0.04	 14.1	 0.5	 77	  3	14	a
UGC 10521	 1.23	 0.03	 14.1	 0.3	 67	  2	20	r
UGC 10521	 1.35	 0.03	 15.5	 0.3	 80	  1	25	r
UGC 10521	 1.41	 0.07	 16.2	 0.8	 86	  2	25	a
UGC 10521	 1.46	 0.03	 16.7	 0.3	 82	  2	25	r
UGC 10521	 1.56	 0.02	 17.9	 0.2	 86	  1	25	r
UGC 10521	 1.65	 0.03	 18.9	 0.3	 88	  1	25	r
UGC 10521	 1.66	 0.08	 19.0	 0.9	 86	  2	25	a
UGC 10521	 1.74	 0.03	 19.9	 0.3	 92	  1	25	r
UGC 10521	 1.83	 0.02	 21.0	 0.2	 88	  2	25	r
UGC 10521	 1.90	 0.06	 21.8	 0.7	 98	  3	25	a
UGC 10521	 1.91	 0.03	 21.9	 0.3	 91	  1	25	r
UGC 10521	 2.00	 0.02	 22.9	 0.2	 94	  2	25	r
UGC 10521	 2.08	 0.05	 23.8	 0.6	 98	  2	25	a
UGC 10521	 2.10	 0.03	 24.1	 0.3	 94	  2	25	r
UGC 10521	 2.19	 0.02	 25.1	 0.2	100	  2	25	r
UGC 10521	 2.23	 0.04	 25.6	 0.5	102	  2	25	a
UGC 10521	 2.29	 0.03	 26.2	 0.3	102	  2	25	r
UGC 10521	 2.39	 0.03	 27.4	 0.3	108	  1	25	r
UGC 10521	 2.40	 0.06	 27.5	 0.7	102	  2	25	a
UGC 10521	 2.48	 0.02	 28.4	 0.2	107	  2	25	r
UGC 10521	 2.57	 0.03	 29.5	 0.3	109	  1	25	r
UGC 10521	 2.61	 0.05	 29.9	 0.6	105	  2	25	a
UGC 10521	 2.68	 0.03	 30.7	 0.3	107	  2	25	r
UGC 10521	 2.77	 0.03	 31.7	 0.3	112	  2	25	r
UGC 10521	 2.84	 0.08	 32.5	 0.9	107	  2	25	a
UGC 10521	 2.87	 0.03	 32.9	 0.3	108	  2	25	r
UGC 10521	 2.98	 0.03	 34.1	 0.3	114	  2	25	r
UGC 10521	 3.09	 0.07	 35.4	 0.8	109	  1	25	a
UGC 10521	 3.09	 0.04	 35.4	 0.5	116	  3	25	r
UGC 10521	 3.23	 0.05	 37.0	 0.6	119	  2	25	r
UGC 10521	 3.32	 0.06	 38.0	 0.7	108	  2	25	a
UGC 10521	 3.38	 0.05	 38.7	 0.6	117	  1	25	r
UGC 10521	 3.54	 0.06	 40.6	 0.7	113	  2	25	a
UGC 10521	 3.56	 0.04	 40.8	 0.5	116	  2	25	r
UGC 10521	 3.74	 0.06	 42.9	 0.7	107	  2	25	r
UGC 10521	 3.80	 0.08	 43.5	 0.9	111	  2	25	a
UGC 10521	 3.91	 0.05	 44.8	 0.6	102	  2	25	r
UGC 10521	 4.07	 0.04	 46.6	 0.5	107	  3	25	r
UGC 10521	 4.19	 0.03	 48.0	 0.3	110	  2	25	r
UGC 10521	 4.30	 0.03	 49.3	 0.3	110	  1	25	r
UGC 10521	 4.41	 0.04	 50.5	 0.5	113	  2	25	r
UGC 10521	 4.56	 0.65	 52.3	 7.4	122	  3	25	a
UGC 10521	 4.56	 0.06	 52.3	 0.7	116	  2	25	r
UGC 10521	 4.74	 0.06	 54.3	 0.7	125	  2	25	r
UGC 10521	 4.96	 0.07	 56.8	 0.8	127	  2	25	r
UGC 10521	 5.30	 0.13	 60.7	 1.5	127	  2	25	r
UGC 10521	 6.00	 0.34	 68.8	 3.9	129	  4	16	r
UGC 10652	 0.08	 0.01	  0.9	 0.1	 34	 14	 2	a
UGC 10652	 0.11	 0.01	  1.2	 0.1	 10	 10	 3	r
UGC 10652	 0.20	 0.04	  2.3	 0.5	 40	  4	 5	a
UGC 10652	 0.23	 0.04	  2.6	 0.5	 11	  5	 7	r
UGC 10652	 0.35	 0.05	  4.0	 0.6	 59	  6	12	a
